OX-OX-XOO,0.5,0.6,0.6,0.9,0.5,0.7,0.9,0.8,0.8
--OO--X-X,0.5,0.54,0.51,0.52,0.54,0.52,0.54,0.51,0.54
XOO----XO,0.8,0.5,0.8,0.9,0.9,0.7,0.6,0.9,0.8
OX-O-OX--,1.5,2.5,2.0,0.5,1.5,2.5,2.0,1.5,0.5
-OXOO-X--,2.0,1.5,0.5,1.5,1.0,0.5,2.0,0.5,1.0
XXOOOX-O-,0.5,0.6,0.6,0.7,0.6,0.9,0.9,0.5,0.9
OO-OXXXXO,0.53,0.5,0.5,0.53,0.52,0.52,0.51,0.5,0.52
OXOX-XOO-,0.5,0.9,0.8,0.5,0.9,0.9,0.9,0.9,0.6
XXO--OOOX,0.53,0.51,0.52,0.5,0.53,0.54,0.53,0.53,0.52
---O-O-X-,0.9,0.8,0.9,0.7,0.7,0.8,0.6,0.7,0.6
--XX-OXOO,0.5,0.7,0.7,0.9,0.9,0.5,0.6,0.8,0.6
-XX-O-O--,2.0,1.0,1.0,1.5,0.5,1.5,1.0,1.5,2.5
----XOO-X,0.52,0.51,0.5,0.52,0.5,0.52,0.53,0.54,0.51
OXO-OX---,2.0,2.5,1.5,2.5,2.0,2.0,2.0,2.0,2.5
OXO-XO-OX,0.5,0.6,0.6,0.9,0.8,0.8,0.7,0.5,0.6
XO-X--OOX,0.8,0.9,0.7,0.7,0.8,0.7,0.6,0.9,0.7
OXOX-XOOX,0.6,0.7,0.5,0.8,0.6,0.8,0.7,0.6,0.5
XOO----X-,0.5,0.8,0.8,0.6,0.7,0.5,0.8,0.7,0.8
X-X-OO-O-,0.5,2.0,1.0,2.0,1.5,1.5,1.5,2.0,1.0
XXOOOX-OX,1.5,2.0,0.5,1.0,2.0,1.0,2.0,2.5,2.0
-X-X-O--O,0.7,0.8,0.9,0.9,0.5,0.6,0.7,0.7,0.6
O-XXOX-O-,1.0,1.0,0.5,1.5,0.5,1.5,2.0,0.5,1.0
OXXXOOOX-,0.7,0.7,0.8,0.8,0.7,0.6,0.9,0.8,0.7
-XO--OX--,1.0,0.5,1.0,1.0,2.5,2.0,1.0,2.0,1.0
XO--O----,2.0,0.5,2.5,0.5,0.5,2.0,2.0,2.0,0.5
OX-OX-XO-,0.9,0.6,0.7,0.9,0.9,0.9,0.6,0.7,0.8
----XO---,1.5,1.0,1.5,0.5,1.0,2.5,1.5,1.5,1.5
OO-X-O--X,0.8,0.9,0.5,0.7,0.5,0.8,0.9,0.6,0.7
XOOX-X--O,1.5,1.0,2.0,1.0,2.0,2.0,1.0,2.5,1.0
-OX-XOOX-,0.9,0.7,0.8,0.6,0.6,0.9,0.9,0.9,0.6
-O-X--X-O,0.7,0.5,0.7,0.7,0.6,0.6,0.8,0.8,0.8
O-OXXOX--,0.6,0.5,0.6,0.7,0.9,0.8,0.7,0.7,0.7
OO-XX--OX,0.8,0.6,0.9,0.5,0.9,0.7,0.5,0.9,0.5
X-OOO-XX-,2.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,2.0
OXOXX-O--,2.0,0.5,2.5,1.0,0.5,1.5,1.0,2.0,0.5
----XOO--,0.8,0.6,0.9,0.8,0.7,0.8,0.8,0.8,0.7
XOOO-O-XX,1.5,1.0,0.5,0.5,2.5,2.0,2.5,0.5,2.5
-XOOOXX-O,0.53,0.5,0.51,0.54,0.51,0.5,0.54,0.5,0.52
---O-O-XX,0.5,0.7,0.9,0.5,0.6,0.7,0.5,0.5,0.5
X-O-OXXOO,0.7,0.6,0.7,0.5,0.5,0.6,0.9,0.8,0.5
OXOOXXX-O,1.5,1.0,2.5,0.5,2.5,1.0,2.5,2.5,2.5
O-XO-OXX-,0.8,0.9,0.8,0.7,0.9,0.7,0.6,0.6,0.6
-OOXXOOXX,0.5,0.53,0.51,0.54,0.5,0.54,0.5,0.5,0.53
-OXX-X-OO,0.8,0.9,0.8,0.7,0.6,0.7,0.5,0.9,0.9
-O-OX-O-X,0.7,0.8,0.8,0.8,0.8,0.5,0.8,0.5,0.5
XOOX-XO-O,0.5,0.6,0.7,0.9,0.5,0.7,0.5,0.6,0.5
XO-X---OO,0.9,0.5,0.8,0.7,0.9,0.5,0.9,0.6,0.6
X-OO---OX,0.5,0.54,0.53,0.51,0.51,0.51,0.5,0.54,0.51
X-O-OXXO-,0.5,0.6,0.8,0.7,0.7,0.7,0.5,0.8,0.6
-O-XO-OX-,2.0,2.0,2.5,1.5,2.5,1.5,0.5,2.5,1.0
XO--O---X,0.9,0.8,0.9,0.8,0.9,0.6,0.6,0.9,0.9
OXX--X-OO,0.53,0.51,0.54,0.51,0.54,0.51,0.5,0.54,0.52
XOO---OXX,0.9,0.8,0.7,0.9,0.6,0.8,0.8,0.9,0.8
-OOXXOOX-,2.5,2.0,1.5,0.5,2.0,0.5,1.5,2.0,2.0
XO-X---O-,0.5,1.0,1.5,0.5,2.5,2.0,0.5,2.0,1.0
--XOOXO--,1.5,1.5,0.5,2.0,2.5,2.0,2.5,2.5,1.0
O-XO-OXXO,2.0,2.0,2.5,0.5,0.5,2.0,2.0,2.0,0.5
--OXOOX--,0.54,0.5,0.51,0.54,0.52,0.53,0.51,0.52,0.53
OOXX--OOX,0.5,0.8,0.8,0.8,0.6,0.7,0.8,0.7,0.5
O-O-----X,0.5,2.0,1.0,0.5,2.0,1.5,1.0,0.5,0.5
OX----X-O,0.51,0.52,0.53,0.53,0.53,0.52,0.52,0.52,0.5
XOX--XO-O,2.0,2.5,2.5,0.5,1.5,1.5,2.5,0.5,0.5
-XOXO----,1.0,0.5,1.5,1.0,0.5,1.5,1.0,2.0,2.5
OXOX-X-OO,2.0,1.5,2.5,0.5,2.0,1.5,1.5,1.5,1.5
OO-XX-OX-,0.5,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0
O--O-X--X,0.51,0.51,0.53,0.53,0.53,0.54,0.53,0.51,0.54
OOX-XX--O,0.5,2.0,2.0,2.0,2.5,2.5,0.5,2.0,1.5
O-OX--XXO,0.52,0.52,0.53,0.54,0.54,0.53,0.54,0.53,0.5
OX--O--OX,0.51,0.52,0.53,0.52,0.52,0.51,0.53,0.53,0.52
-OXXX-O-O,0.5,0.6,0.5,0.8,0.5,0.6,0.7,0.5,0.5
-OX-OX--O,0.52,0.51,0.53,0.5,0.54,0.52,0.53,0.54,0.52
XX-O--OXO,0.54,0.54,0.54,0.54,0.52,0.5,0.53,0.53,0.5
XOO---XOX,1.0,1.0,2.5,2.5,1.5,2.5,1.0,2.0,1.5
-X-X-OO--,2.0,2.5,1.5,2.5,2.5,1.0,1.5,2.5,0.5
-OO-O--XX,0.54,0.52,0.51,0.5,0.53,0.54,0.54,0.52,0.53
XOXOXX-OO,1.5,2.0,1.0,2.0,2.0,2.5,1.5,0.5,2.5
-XOOOXX--,0.9,0.7,0.7,0.8,0.7,0.7,0.7,0.5,0.6
-XOXO---O,2.5,1.0,2.5,0.5,2.0,1.0,0.5,0.5,1.0
OXXO---XO,1.0,2.5,2.0,0.5,1.0,0.5,0.5,0.5,0.5
XXO--O-OX,0.51,0.5,0.53,0.5,0.5,0.5,0.5,0.5,0.52
XOO-XO---,1.5,0.5,1.5,2.0,2.5,1.5,0.5,2.5,1.0
XOOX-XO--,0.5,1.5,0.5,2.0,0.5,1.5,2.0,1.5,2.0
-OX-OX---,0.5,1.5,2.0,0.5,2.0,2.0,1.5,0.5,2.5
OO--OX-XX,0.5,0.52,0.51,0.5,0.54,0.51,0.51,0.53,0.5
O-XXOXOO-,0.7,0.9,0.6,0.9,0.9,0.5,0.9,0.7,0.7
------OXO,0.8,0.8,0.7,0.7,0.5,0.7,0.8,0.5,0.6
XOO---XO-,1.5,1.0,2.5,2.0,1.5,1.0,2.5,1.0,2.5
XXO--O-O-,0.5,2.0,0.5,0.5,1.0,2.5,0.5,2.0,2.5
OXXOXO--O,0.5,2.0,1.5,0.5,0.5,1.5,1.5,1.5,2.0
XO--O-O-X,0.9,0.6,0.8,0.5,0.9,0.7,0.5,0.8,0.7
O-O-O-X-X,0.51,0.53,0.53,0.54,0.5,0.52,0.5,0.5,0.5
XO-O-XXOO,0.52,0.51,0.53,0.52,0.5,0.5,0.51,0.53,0.53
--XOOX---,0.7,0.5,0.8,0.8,0.6,0.9,0.7,0.5,0.5
OXXO--XO-,0.8,0.5,0.5,0.7,0.7,0.8,0.8,0.8,0.9
OXXOXO---,0.5,1.0,2.5,0.5,1.0,1.5,2.5,0.5,0.5
OO--OX-X-,0.7,0.8,0.8,0.9,0.7,0.7,0.7,0.9,0.8
------OX-,0.5,0.5,0.8,0.5,0.9,0.7,0.7,0.9,0.6
OX--XX-OO,0.52,0.52,0.51,0.51,0.53,0.52,0.54,0.53,0.52
OO-XX-OXO,2.5,1.0,2.5,2.0,1.5,2.5,1.0,2.0,2.5
--OOXXXO-,0.5,0.6,0.8,0.5,0.8,0.9,0.8,0.7,0.7
OXXO--XOO,0.6,0.7,0.5,0.5,0.8,0.6,0.6,0.8,0.7
OXOX-X-O-,0.5,0.9,0.5,0.9,0.6,0.9,0.8,0.6,0.9
--X--OO--,0.5,2.0,2.0,2.5,1.0,2.0,0.5,2.5,2.0
OX-O-OX-X,0.6,0.5,0.9,0.5,0.6,0.8,0.9,0.6,0.6
--XOOX--O,0.53,0.51,0.5,0.51,0.53,0.54,0.51,0.51,0.52
OXX-X-O-O,0.5,0.53,0.54,0.54,0.51,0.54,0.54,0.54,0.53
XO-O-XXO-,0.5,0.5,0.8,0.8,0.7,0.9,0.5,0.5,0.8
XX--OOO--,0.5,0.5,0.5,2.5,2.5,1.5,2.5,2.5,1.5
O-OX---XO,0.52,0.5,0.54,0.51,0.54,0.54,0.5,0.52,0.54
--O--XO-X,0.54,0.52,0.51,0.53,0.52,0.53,0.5,0.51,0.53
OX-XXOOOX,2.0,2.0,2.5,0.5,1.5,0.5,2.0,0.5,1.5
XOOO-OXX-,2.0,2.0,1.0,1.0,1.0,0.5,1.0,2.0,2.5
OX--O-OX-,0.6,0.5,0.7,0.5,0.6,0.9,0.8,0.9,0.5
--OXX--O-,0.51,0.5,0.52,0.5,0.51,0.53,0.5,0.5,0.52
XO-O-X-XO,0.52,0.51,0.51,0.51,0.51,0.53,0.52,0.52,0.53
X-OOXO---,2.0,0.5,1.0,2.5,1.0,1.5,2.5,1.5,2.0
O-OOX--X-,0.9,0.6,0.7,0.9,0.6,0.8,0.5,0.5,0.8
X-O-X-O--,2.0,0.5,1.5,1.5,0.5,0.5,1.0,2.5,1.5
XOXXOO---,0.5,2.5,2.5,2.0,0.5,0.5,1.0,1.5,2.5
-OOXOXX--,0.5,0.5,0.54,0.5,0.51,0.54,0.53,0.54,0.5
X-O--X-O-,0.5,2.0,2.5,2.0,1.5,0.5,2.5,1.5,2.5
XOO-XOX--,0.5,2.0,1.0,1.5,1.5,0.5,2.5,2.5,1.0
OOXO-XXXO,0.8,0.8,0.8,0.5,0.6,0.6,0.8,0.6,0.5
-X-OO-OX-,0.51,0.5,0.5,0.51,0.53,0.51,0.52,0.53,0.52
XOXOO-OX-,0.5,1.0,1.5,1.0,1.0,1.5,1.0,0.5,0.5
--OX-OO-X,0.53,0.52,0.53,0.5,0.5,0.51,0.53,0.51,0.53
XXO-OOXOX,0.8,0.9,0.6,0.9,0.8,0.9,0.9,0.8,0.7
O--OXOXX-,0.5,0.52,0.52,0.5,0.5,0.54,0.53,0.5,0.53
O-OX---X-,2.0,2.5,2.0,1.5,2.5,0.5,0.5,1.5,2.0
X--XOXOO-,0.51,0.52,0.54,0.5,0.52,0.53,0.5,0.52,0.51
OX-XXOOO-,0.8,0.6,0.9,0.7,0.7,0.8,0.8,0.7,0.9
-OXXOOO-X,0.52,0.52,0.54,0.52,0.5,0.52,0.52,0.52,0.54
X-XO-XO-O,0.8,0.6,0.8,0.5,0.8,0.8,0.8,0.5,0.6
--OXX--OO,0.5,0.6,0.7,0.8,0.7,0.7,0.7,0.6,0.6
-OOOX-XXO,0.51,0.54,0.5,0.54,0.51,0.51,0.52,0.51,0.52
X-O-X-O-O,0.51,0.52,0.54,0.53,0.52,0.51,0.52,0.52,0.5
------XOO,0.53,0.51,0.53,0.5,0.52,0.52,0.53,0.5,0.51
XOXXOO--O,2.0,1.0,2.5,1.0,1.5,1.0,0.5,2.0,0.5
X-O--X-OO,0.54,0.53,0.51,0.54,0.52,0.5,0.51,0.53,0.51
OOXXO--X-,2.0,1.5,1.0,1.5,1.0,2.5,1.0,0.5,2.0
OO-OXXXOX,0.53,0.54,0.52,0.51,0.54,0.52,0.52,0.52,0.53
X-OX-O---,0.5,2.5,2.5,2.5,0.5,2.5,2.5,0.5,1.5
O-XOXX--O,2.5,2.5,2.5,1.0,2.0,1.0,1.5,0.5,2.0
OX-XXO-O-,2.0,1.5,2.0,2.5,1.5,2.5,0.5,2.0,2.5
-O--XXO--,0.5,2.0,1.5,2.0,2.0,2.0,0.5,0.5,2.0
X-OO---X-,1.0,2.5,1.0,2.5,1.0,2.5,2.0,1.5,2.5
XX-OXOO-O,0.6,0.9,0.5,0.7,0.6,0.6,0.7,0.7,0.8
-X--OX-OO,0.54,0.51,0.53,0.53,0.53,0.51,0.52,0.52,0.54
OO---XX--,0.9,0.6,0.5,0.8,0.6,0.9,0.9,0.7,0.9
XXOO-X--O,2.0,1.0,1.5,2.5,1.5,1.5,1.5,0.5,2.0
XX-X-OOO-,0.53,0.51,0.54,0.5,0.54,0.51,0.52,0.52,0.52
--O--X---,1.0,2.0,2.5,1.0,1.0,2.0,2.0,0.5,2.5
OO-O--X-X,0.5,0.8,0.7,0.7,0.9,0.7,0.8,0.6,0.7
--OOXX-O-,0.7,0.8,0.9,0.8,0.8,0.8,0.8,0.8,0.8
OO-OXXXO-,0.5,0.6,0.9,0.6,0.9,0.8,0.6,0.7,0.9
------XO-,1.5,1.5,1.5,1.0,1.5,2.5,0.5,1.0,2.0
-O-O-XOX-,0.8,0.5,0.9,0.7,0.6,0.5,0.9,0.7,0.5
X-X-OO-XO,0.5,0.52,0.5,0.54,0.52,0.52,0.54,0.51,0.5
OOXXO-OX-,0.5,2.5,2.5,1.0,2.0,1.5,0.5,2.0,0.5
OO-OXX-XO,0.6,0.5,0.8,0.7,0.8,0.6,0.6,0.9,0.9
O-O-XXOX-,0.53,0.54,0.52,0.53,0.52,0.51,0.52,0.5,0.54
OXXO---O-,2.0,2.0,0.5,1.0,2.5,1.5,1.5,1.0,1.5
XX-OXOO--,0.5,0.7,0.7,0.6,0.8,0.5,0.6,0.8,0.9
-X--OX-O-,1.0,1.5,2.0,1.5,1.5,2.0,0.5,1.0,1.5
